"StrId","Materials","Openings","Condition","BatInhabitation","Lat","Lon","BuildingNum","BatSuit"
"BCSC","Log walls with quarter rounds and chinking, as well as wood board walls.  Shingled roof.","There were some small gaps between quarter rounds and logs.  Some logs were cracked from drying.  There were also some small gaps between eve boards in spots.","The building is used for housing, and is in good condition.","There was a piece of guano on the ground below the eves.",43.68859,-110.73662,815,1
"BCSR","Chinked log walls and wood board walls with synthetic shake shingle roof.","There is a vent above the eves that is covered with screen.  Where a log overlaps with boards, and vice versa, vertical cracks are created.  ","The building is used for housing, and is in good condition.","There was some guano beneath vertical gaps created by a log overlapping with boards.",43.684968,-110.735067,1,1
"BCTS","Log frame with wood board siding and standing seam roof.","There is a vertical gap between exterior logs and the wood siding that creates a sheltered area.  There are small gaps between the eve boards.  Openings around where beams exit the wal are sealed with spray foam or insulation-like material.","The building is in relatively good condition.","There was no evidence of bat inhabitation, but an employee mentioned that there may be bats within the structure.",43.686775,-110.735794,18,1
"BCWC","Log walls with quarter rounds and chinking, as well as wood board walls.  Shingled roof.","There are some small gaps between quarter rounds and logs.  Some logs are cracked from drying.  A trim board on the left side of the east roof peak has pulled away from the structure, creating a small vertical gap as well as a gap where the two roof peak trim boards meet.","The building is used for housing, and is in good condition.","There was no evidence of bat inhabitation.",43.688803,-110.736095,823,1
"CE02","Wood board walls and standing seam roof.","There are some openings where boards meet, as well as where trim boards have pulled away from the building.","The building is inhabited, and is in relatively good condition.","There was no evidence of bat inhabitation.",43.911618,-110.635457,1302,1
"CE03","Wood board and brick walls with standing seam roof.","There are some cracks between the brick wall and porch ceiling.  There are also overlapping boards that create small vertical gaps, as well as openings in the corners, and openings where porch ceiling boards had separated.","The building is in relatively good condition, though porous, and inhabitated.","There was guano in multiple places, including on windows and on the ground below the vertical gaps created by overlapping boards, and below a crack between the wall and ceiling.",43.911916,-110.635423,246,1
"CE04","Wood boards and brick walls with standing seam roof.","There are a few openings where boards overlap, creating vertical openings, as well as a crack where a brick wall met the porch ceiling.","The building is inhabited, and is in good condition.","There was some guano beneath the crack where the brick wall met the ceiling.",43.912078,-110.635798,245,1
"CE05","Log walls with standing seam roof.","There are no windows in place.","The building is in very poor condition, and is no longer actively used.","There was a large quantity of guano on the floor throughout the building, and bats could be heard in the ceiling.",43.912081,-110.636222,1104,1
"CE06","Log walls with standing seam roof.","Some gaps between logs, as well as gaps between boards composing the ceiling above the front porch, and gaps between boards in the eves.","The building is inhabited, and is in relatively good condition.","There was some guano on the front door, as well as below the roof over the front door.  There was also guano below the eves, and below the ridge of the roof.",43.912265,-110.636199,1103,1
"CE09","Vinyl siding walls with standing seam roof.","There are multiple small openings in the eves on the north side of the structure where something hit the eves.","The building is inhabited, and is in very good condition.","There was some guano under one of the holes in the eves on the north side of the structure.",43.912985,-110.636172,1423,1
"CE19","Wood board walls with standing seam roof.","There are some gaps on the exterior where boards overlap, as well as cracks where the wall meets the eves.  There is also a hole around an electrical outlet fixture that may lead to the interior of the structure.","The building is inhabited, and is in good condition.","There was small amounts of guano on the walls below gaps or cracks on the exterior that may be used as night roosts.",43.911628,-110.636482,1109,1
"CE27","Metal siding with shingled roof.","On the west corner of the structure the trim covering the corner has bent, creating a small chamber.","The building is inhabited, and is in very good condition.","There was no evidence of bat inhabitation.",43.910407,-110.637279,1439,1
"CE30","Chinked log wals with standing seam roof.","There were a couple knotholes and cracks in the eves, as well as other small cracks.  Some of these eves were covered with a mesh netting material.","The building is inhabited, and in very good condition.","There was one piece of guano on a log, as well as two pieces on the porch.",43.9107,-110.636834,NA,1
"CEPB","Log poles with standing seam roof.","All sides of the building are open, and there is screen covering the rafters.  There is, however, a gap around the screen between the roof and the beams all the way around the structure.","The building is used to cover a camper, and is in good condition.","There was no evidence of bat inhabitation.",43.911207,-110.636782,473,1
"CES2","Wood board walls with standing seam roof.","There are some openings in the building immediately below the roofline.","The building is used for storage, and is in good condition.","There was no evidence of bat inhabitation.",43.911737,-110.635488,NA,1
"CES3","Wood board walls with standing seam roof.","There were some openings around doors that allow access to the interior of the structure.  There is also one board above the eves that has pulled away from the structure, creating a gap between the wall and the board.","The building is in relatively good condition, and is used for storage.","There was no evidence of bat inhabitation.",43.911926,-110.636086,NA,1
"C004","Log walls with chinking.  Tar and stone roof.","There are gaps between eve boards around the structure.  There is also a gap between the adjoining shed and the guest roo, which creates a sheltered area.  In some spots around the structure, there is a gap between the flashing and eves.","The building is used to house guests as well as storage, and is in good condition.","There was guano below the eves around the building, including in the gap between rooms.  There was also a substantial amount of guano on the beams within the storage area, and bats could bee heard between the beams and ceiling.",43.904815,-110.638324,NA,1
"C018","Log walls with chinking and standing seam roof.","There are some gaps between the eve boards, as well as holes in the eves.  Some holes in the eves are patched with various materials.","The building is used to house guests, and is in good condition.","There was no evidence of bat inhabitation.",43.904174,-110.637668,NA,1
"C1031","Wood board walls with some chinked log walls.  Tar and stone roof.","There are some openings between the eves and wall that are sealed with various materials.  In one spot, there is a small hole in the eves.  ","The building is used to house guests, and is in good condition.","There was on piece of guano in two spots under the eves.",43.903286,-110.637579,NA,1
"C201","Log walls with chinking as well as wood board walls.  Standing seam roof.","There are some gaps between eve boards around the structure.","The building is used for guest housing, and is in good condition.","There was guano beneath the eves all around the structure.",43.90421,-110.639869,NA,1
"C202","Log walls with chinking, as well as wood board walls.  Tar and stone roof.","There are gaps around the building between eve boards.  There is also a hole in one eve board.","The building is used to house guests, and is in good condition.","There was guano below the eves around the structure in multiple places.",43.904552,-110.639877,NA,1
"C401","Log walls with chinking as well as wood board walls.  Tar and stone roof.","There are gaps between eve boards all around the structure.  Some boards have cracks in them from drying.  There is also a gap between rooms 403 and 405, which provides a relatively sheltered area.","The building is used to house guests, and is in good condition.","There were small amounts of guano beneath the eves around the structure.",43.904746,-110.638789,NA,1
"C402","Log walls with chinking and standing seam roof.","A gap between two rooms is covered with screen on both sides, but the screen does not cover all of the opening.  There are also some gaps between logs.  There are also some gaps between eve boards.  There is a hole in one eve board.","The building is used to house guests, and is in good condition.  There is a small bat box on one wall.","There is guano all around the structure below the eves.",43.904195,-110.639589,NA,1
"C416","Log walls with chinking as well as wood board walls.  Standing seam roof.","There are some small gaps between eve boards.  There is also an opening in a corner of the building.  Some other openings are sealed with various materials.","The building is used to house guests, and is in relatively good condition.","There was guano beneath the eves in multiple places around the structure, as well as a substantial amount of guano beneath the unsealed hole in a corner of the south side of the structure.  Bats were heard in this opening.",43.90391,-110.640034,NA,1
"C426","Log walls with chinking as well as wood board walls.  Standing seam roof.","There are some gaps between eve boards, though most are tight.  There are also gaps between all three rooms.  There is some chinking below the west roof peak that is missing as well.","The building is used to house guests, and is in good condition.","There were small amounts of guano below the eves in multiple places.  There was also a substantial amount of guano on the north side of the crack between rroms 428 and 430.  Bats were heard in this gap, and one flew from its roost onto the wall.",43.90352,-110.640384,NA,1
"C435","Log walls with chinking as well as wood board walls.  Standing seam roof.","There are some gaps between eve boards.  There is also an opening between the eves and wall in a corner of the structure on the south side of the structure.  Between rooms 437 and 439, there is a gap that offers a sheltered area.","The building is used to house guests, and is in good condition.","There were small amounts of guano beneath the eves all around the structure.",43.902919,-110.640316,NA,1
"C443","Log walls with chinking as well as wood board walls.  Standing seam roof.","There are some small gaps between eve boards.  There is also a small piece of an eve board missing in one spot.","The building is used to house guests, and is in good conditon.","There was some guano beneath the eves all around the structure.",43.90254,-110.640436,NA,1
"C454","Log walls with chinking, as well as wood board walls.  Standing seam roof.","There are some gaps between eve boards, as well as an opening in one corner of the building on the north side.  Two holes in the structure are patched with steel wool.","The building is used to house guests, and is in good condition.","There was guano beneath the eves in multiple places around the structure.",43.902425,-110.6409,NA,1
"C601","Chinked log walls with standing seam roof.","There are some small gaps between eve boards.  There is also a gap between two rooms that provides some shelter.","The building is used for housing guests, and is in good condition.","There is guano under the eves all around the structure, including between the separated rooms.",43.904403,-110.63801,NA,1
"C606","Log walls with chinking.  Tar and stone roof.","There are gaps between eve boards around the structure.  There is also a gap between the adjoining shed and the guest room, which creates a sheltered area.  In some spots around the structure, there is a gap between the flashing and eves.","The building is used to house guests, and is in good condition.","There was guano below the eves in multiple places around the structure.",43.904458,-110.638778,NA,1
"C609","Log walls with chinking and quarter rounds.  Standing seam roof.","There are some gaps between eve boards around the structure, as well as gaps between quarter rounds and logs.  There is also a gap between two rooms that offers some shelter.","The building is used to house guests, and is in good condition.","There is guano below the eves all around the structure, including in the gap between rooms.",43.904178,-110.638562,NA,1
"C624","Log walls with chinking as well as wood board walls.  Standing seam roof.","There are some gaps between eve boards.  There are also gaps between all rooms.  Some openings in the structure, particularly between the eves and wall, are sealed with spray foam.","The building is used to house guests, and is in good condition.","There was some guano below the eves all around the structure.  In the gap between rooms 626 and 628, there was a substantial amount of guano.",43.903239,-110.639879,NA,1
"CBGS","Wood board walls with tar and stone roof.","There are multiple woodpecker holes in the south wall.  There is also a gap around where some beams exit the wall, and where a pipe exits the wall.","The building is in good condition.","There was no evidence of bat inhabitation.",43.904933,-110.641363,NA,1
"CBRO","Log walls with chinking as well as wood board walls.  Tar and stone roof.","There are gaps between the eve boards.  Some junctures between the eves and wall, particularly in corners, have cracks in the chinking.","The building is used as an office space, and is in good condition.","There was no evidence of bat inhabitation.",43.90502,-110.639094,NA,1
"CBRV","Log walls with standing seam roof.","Some junctures between the eves and wall.  There is also on gap uder some flashing that covers part of a wall and part of a roof.  There is one hole in the chinking.","The building is in fair condition.","There was guano under the eves in multiple places around the structure, as well as bats vocalizing within the walls of the structure.",43.905757,-110.641114,NA,1
"CBSL","Wood board walls with tar and stone roof.","There is one small opening between a wall and the eves, as well as a hole in the wall next to a bat house.","The building is in good condition.","There was no evidence of bat inhabitation.",43.904615,-110.64165,NA,1
"CBBU","Wood planks with standing seam roof.","There are some gaps between the eves and the wall on the east side of the building, but the rest of the building is very tight.  The loovers on the north side are covered by screen. ","The building is well maintained, and is currently undergoing some construction.  ","There is no evidence of bat inhabitation in this building.",43.9124,-110.63495,NA,1
"CBES","The shed is made of logs and boards, with a shingled roof.","There are some openings where the logs meet the boards composing the corners of the building.","The buildings walls are in good condition.  The roof has some shingles missing in places, but this creates no openings.","Next to an opening in the southwest corner of the building, there was a pile of small mammal feces.  The type of mammal could not be determined, but it was possibly guano.",43.91202,-110.63472,NA,1
"CBFR","Cinderblocks, wood boards, and standing seam roof.","On the south side of the building, the boards that are benaeth the roof profile have cracks that bats roost in.  Any other cracks on the building are covered by metal.","The building is in good condition, and is used for storage and equipment maintenance.","There is guano beneath the south side of the building.",43.9146,-110.63538,NA,1
"CBGP","Standing seam walls and roof.","The east side of the structure is open.","The building is in good condition, and is used as a shelter for a gas pump.","There is no evidence that bats inhabit this structure.",43.91353,-110.63512,NA,1
"CBRS","The structure is made of composite boards.","There are some cracks in the building where boards have separated, creating a gap about 1m off the ground.  Some cracks, both close to the ground and on the upper corners of the building, are covered with screen.  There is one hole on the southeast corner that is patched with a rock.","The building is well maintained, and is used as a ranger station throughout the year.","There appears to be no evidence of bat inhabitation in this building.",43.93997,-110.644,NA,1
"CBSS","Wood boards and logs.","The building is a pole barn that has all sides open.","The pole barn is in good condition, and looks relatively new.","There is no evidence of bats inhabiting this building.",43.9132,-110.6353,NA,1
"HC11","Chinked log walls with standing seam roof.","There is an opening on between the east side wall and porch rof that is covered loosely with a mesh netting.  There are other openings on the east side of the structure below the porch roof that are sealed with spray foam and covered with mesh netting.  In one spot the eves are damage, and part of the hole is covered with copper wool.  The chimney appears to be very porous.","The building is in relatively good condition, and is a historic structure.","There was a substantial amount of guano on the east side roof, as well as below the east side porch roof.  There was also guano beneath the shutters on one side of the structure.",43.708668,-110.729798,1040,1
"HC12","Chinked log walls with standing seam roof.","On the north side of the structure where two roof lines meet, there is a large hole sealed with spray foam.  Next to the top purlin on the west side of the structure is a screen that partially covers and opening.  Some logs are cracked from drying.","The building is in relatively good condition, and is a historic structure.","There was a substantial amount of guano on the east side porch, as well as small amount on walls around the structure.",43.708761,-110.729813,1039,1
"HC15","Chinked log walls with some synthetic shake shingle walls and a standing seam roof.","On the south side of the structure there are openings around some beams.","The building is in relatively good condition, and is a historic structure.","There was a substantial amount of guano and urine near the openings around beams .",43.709004,-110.729754,1036,1
"HDIH","Chinked log walls as well as wood board walls and shiplap style logs, and a standing seam roof.","There are some small gaps between eve and porch ceiling boards.  There is also a gap between where two rooms meet that is sealed with spray foam.  The roofs above it meet and create an opening between them.","The building is in fair condition, and is a historic structure.","There is a substantial amount of guano on the east side porch.",43.709338,-110.729866,1032,1
"HHHO","Wood board walls with standing seam roof.","There are small gaps between eve boards.  There are openings around where beams exit the wall.  A pipe has come out of the roof, creating a hole.  ","The building is in fair condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.708128,-110.729543,1047,1
"HLIS","Wood board walls with standing seam roof.","There are small gaps between eve boards.  There is an opening above the front door.","The building is in relatively good condition.","There was no evidence of bat inhabitation.",43.708321,-110.729386,1048,1
"HPH1","Wood board walls with standing seam roof.","There is an opening around a valve on the west side of the structure.  There is a strip of screen in the eves.    There is a woodpecker hole in one wall.","The building is in relatively good condition.","There was no evidence of bat inhabitation.",43.709145,-110.729397,1031,1
"JLCO","Wood boards.","There is one hole that appears to be a woodpecker hole in the east side of the structure.","The building is in good condition, and is used as a construction office while construction is happening on the visitor center and the comfort station.","There is no evidence of bat inhabitation.",43.75229,-110.72152,NA,1
"JLGS","Log cabin.","There are some vent holes below the eves that are missing their metal grates, allowing entry into the walls.  There is also a hole in the west side of the structure where a beam exits the wall.","The building is in good condition.","A bat was found on the east side of the structure, as well as a pile of guano below it.",43.751712,-110.722039,1,1
"JLRS","Log cabin.","Where the south porch roof meets the wall, there is a gap along the building.  The other sides of the building were not able to be accessed, but due to the porous nature of log cabins, it is likely that there are other openings in the building.","The building is in good condition.","There was guano on the south porch beneath the gap mentioned previously.",43.752221,-110.722242,36,1
"MRBA","Log walls with corrugated tin roof.","The building has cracks between logs, as well as multiple open doors.","The building is a historic structure, and is no longer actively used.  It is in disrepair, but still has structural integrity.","There is no evidence of bat inhabitation inside or outside of the structure.",43.682243,-110.63578,1151,1
"MRCA","Log walls with shaker roof.","There are some cracks between logs.  Large holes in the building are covered by screen.","The building is in good condition, and is a historic structure.","There was some guano beneath a log on the east side of the cabin, and a bat was roosted in the crack between logs.",43.682159,-110.63664,1152,1
"MRCB","Log walls with shaker roof.","There are many gaps between logs.  Larger openings in the building are covered with screen.","The building is in relatively good condition, and is a historic structure.","There was no evidence of bat inhabitation.",43.681736,-110.636526,1150,1
"MRMR","Log walls with a shaker roof and stone chimney.","The loovers may be open, and the chimney may afford access to the interior of the structure.","The building is in good condition, and is a historic structure.","There was a substantial amount of small mammal fecal matter within the interior of the structure, but none could be identified as guano.",43.681876,-110.63686,1150,1
"MRSH","Wood board walls with log posts.","The north and part of the west sides of the structure are open.","The building is a historic structure, and is no longer actively used.  It is in disrepair, and has lost some structural integrity.","There was no evidence of bat inhabitation.",43.682391,-110.636321,1153,1
"MRTR","Wood board walls.","The door was open.","The building is a historic structure, and is no longer actively used.","There is no sign of bats inhabiting this building.",43.682399,-110.636189,1153,1
"MEHO","Log walls with chinking and wood boards.","There are cracks in the eves, openings in the corners of the structure, and openings where the eves meet the roof and wall.","The building is a historic structure, and is used as a store.  It is in good condition.","There was some guano on the beams in the west side of the building.",43.65931,-110.712257,116,1
"MESH","Log walls with chinking.","There are gaps between some logs and on the corners of the cabin.","The building is a historic structure, and is used for storage.  It is in good condition.","There was no evidence of bat inhabitation on the exterior of the structure.",43.659415,-110.711989,114,1
"MEST","Log walls with chinking.","There were multiple gaps between logs and in corners.  The door was also open.","The building is a historic structure, and is used for storage for the store.","There was a pile of guano on the center of the floor below a beam.",43.659295,-110.712096,115,1
"MFTS","Log and board walls with shingled roof.","All sides of the building were at least partially open.","The building is a historic structure, and is used as a display area for historic transportation artifacts.  It is in good condition.","There was guano on one of the wagons within the structure.",43.658698,-110.712935,110,1
"MHGP","Standing seam walls and roof.","The northwest side of the structure is open faced.","The building is in good condition, and is used to house gas pumps.","There is no evidence of bat inhabitation.",43.65588,-110.71549,NA,1
"MHSS","Telephone poles and wood with a standing seam roof","All sides are open.","The building is in good condition, and is used to store sand used on roads.","There is no evidence of bat inhabitation.",43.65654,-110.71454,NA,1
"MHU2","Cinder blocks.","There are multiple cracks in the eves where boards meet.  These offer access to the space between the roof and eves.","The building is in need of some repair as mentioned above, and is used for storage and utilities.","There is no evidence of bat inhabitation.",43.65565,-110.71531,NA,1
"MNCA","Log and chinking walls with a tar paper roof and stone chimney.","The front door was open.  There are also many gaps between logs that allow entry to the interior of the cabin.  The chimney also has openings that may allow entry to the interior.","The building is a historic structure and is no longer maintained as a residential building.  The interior is kept relatively clean for the public, but the exterior is porous.","There was guano on the floor and on a table within the cabin, and there were stains on the ceiling.",43.658254,-110.713443,109,1
"MNLO","Logs, boards, and shingled walls with shaker roof.","The front door to the main entrance was open.  This building is very porous, with large cracks in the eves, and openings in the wall.","The building is in need of repair, and is an old office building used for storage.","In the entryway some guano was found with insect parts nearby.  It is likely that bats inhabit the interior, but it could not be adequately inspected.",43.65792,-110.71399,NA,1
"MNSS","Chinked log walls.","There are many openings where logs interface, as well as cracks in the eves.","The building is a historic structure, and is used as a storage area.","There was no evidence of bat inhabitation on the exterior.  The interior could not be accessed.",43.658102,-110.713343,111,1
"MOGS","Steel I-beams and standing seam roof (Pole barn style)","All sides of the structure are open.","The building is in good condition, and is used to shelter a large generator.","There is no evidence of bat inhabitation.",43.65621,-110.71469,NA,1
"MONS","Cinder block walls with wood eves and standing seam roof.","There are multiple openings in the building where old windows are covered by boards (east side), and where the walls meet the eves (south side).  There is guano on all window sills.","The building is somewhat porous, and bats are able to enter it.","There is guano on all window sills, and bats can be heard inside.",43.65653,-110.71774,NA,1
"MWCH","Logs with chinking and standing seam roof.","There are many openings in this structure.  The chinking has many holes in it, and there are large cracks in the eves.","The building is in need of repair, as mentioned before, and is used for storage.","There was no evidence of inhabitation on the exterior, but it is likely that bats inhabit the interior.",43.6578,-110.71385,NA,1
"MWCH","Logs with boards in between and a standing seam roof.","There are some small cracks where logs come together.","The building is in god condition, and is used as both an office building and a workshop.","There was no evidence of bat inhabitation on the exterior of the building, but an employee there said there are occassionally bats above the office building.  This portion of the building has drop ceilings, and he said some bats roost there.",43.65738,-110.71485,NA,1
"BFRS","Logs with a standing seam roof.","There is one hole in the south side of the building that is about 2m off the ground.  The loovers on either end of the building have screen within them.  The junctions between boards appear to be tight.  The beams have small cracks around them.","The building is in very good condition, and is used as an office area for rangers.","There is no evidence of bats inhabiting this building.",43.8434,-110.51122,NA,1
"JFEM","Boards (probably tongue and groove) with standing seam roof.","There is a woodpecker hole on the north side of the building.  There is also an area of heaved boards less than 1m off the ground that exposes Tyvec material.  All loovers are sealed with screen.","The building is in good condition, and is used as a garage and office space for the Jackson Hole Fire/EMS.","There is no evidence that bats inhabit this building.",43.84191,-110.50805,NA,1
"MC05","Log walls with standing seam roof.","There is a small unsealed gap between the standing seam and top of the structure.","The building is inhabited, and is in good condition.","There was one piece of guano on the porch.",43.841756,-110.508481,1429,1
"MC07","Wood board siding with tar and stone roof.","There is one small opening in the building where a piece of siding has slid down and exposed a small gap.  There is also a small gap behind the flashing around the structure.","The building is inhabited, and is in very good condition.","There is no evidence of bat inhabitation.",43.84132,-110.50802,210,1
"MCPB","The structure is a ploe barn with a standing seam roof over a modular home.","All sides of the pole barn are open, and the modular home appears to have no openings.  The rafters of the pole barn are open, but the north side half are covered with chicken wire.","The building is in good condition, and is used for storage.","There is no evidence of bat inhabitation.",43.8422,-110.50844,NA,1
"MCPO","Wood board walls with standing seam roof","There is a small gap behind the flashing around the structure, as well as a gap between structure segments by the entrance to the structure.","The buildoing is a post office, and is in good condition.","There was no evidence of bat inhabitation.",43.841097,-110.507662,NA,1
"MTRE","Vinyl siding walls with standing seam roof.","There is a small gap between the eves and the corner trim on the south corner.  There is also a gap of a few inches between the top of the structure and the standing seam of the roof at various points in the structure, allowing entrance to the area above the structure and into the attic.  There are a few small cracks btween the eves and the walls that have been sealed with foam.","The building is inhabited, and is in fair condition.","There was no evidence of bat inhabitation on the exterior of the structure, but the residents said that bats roosted in their roof and attic.",43.842273,-110.508551,NA,1
"JMBA","Logs and boards","The building is very porous, with openings between boards and logs, around doors, and in various other spots on the structure.","The building is a historic structure, and is no longer used for anything.  It is in disrepair.","There was no evidence of bat inhabitation.",43.666515,-110.664718,1278,1
"JMBH","Logs and board walls with shingled roof.","There are many holes where the beams exit the walls, as well as some holes in the walls.","The building is a historic structure, and is not used for anything.  It is in disrepair.","There was no evidence of bat inhabitation on the exterior of the structure.",43.665816,-110.665089,1280,1
"JMGR","Logs and boards with shaker and board rooves.","The structure is verty porous, with openings around doors, between logs, and in the eves.","The building is a historic structure, and is no longer used for anything.  It is in disrepair.","There was no evidence of bat inhabitation.",43.66653,-110.665514,1281,1
"JMOH","Wood boards.","There is no door on the front of the structure.","The building is a historic structure, and is not used.  It is in disrepair.","There was no evidence of bat inhabitation, both on the exterior and interior.",43.665967,-110.665291,1276,1
"JMPH","Wood boards with shaker roof.","There were various openings in the building, with a hole near the bottom of one wall that measured approximately 3 feet by 3 feet.","The building is a historic structure, and is in disrepair.","There was some rodent scat within the building, but no guano could be identified.",43.666188,-110.664986,1282,1
"JMRE","Stucco walls with shaker roof.","Relative to other buidings in the area, this structure has few openings.  There is an opening in the foundation that appears to lead to the interior, and there is an opening where a beam has shifted, creating a crack where the roof and wall meet.","The building is a historic structure, and is not used for anything.  It is in disrepair.","There was no evidence of bat inhabitation on the exterior of the structure, thought there may be some on the interior.",43.666019,-110.664861,1276,1
"JMSH","Plywood walls.","There is no door on the front of the structure, and the entire interior is exposed.","The building is a historic structure, but appears to have been repaired.","There was no evidence of bat inhabitation.",43.666178,-110.665048,1276,1
"RCBH","Wooden walls with shingled walls and roof.","The building is very porous, with openings in various places in the walls, and a window missing.","The building is a historic structure, and is not used for anything.  It is in disrepair.","There is no evidence of bat inhabitation on the exterior of the building.  The inside of the building could be seen, but not well inspected.  Scat from other animals could be seen, but due to its small nature, no guano could be identified while looking in.",43.656333,-110.66346,4,1
"RCGA","Cinderblock exterior with shingled roof.","The building is very porous, with cracks between blocks, openings around doors, in eves, and in various other places. ","The building is a historic structure, and is no longer used for anything.  It is in disrepair.","There was no evidence of bat inhabitation on the exterior, but there may be on the interior.",43.656468,-110.66362,2,1
"RCRS","Synthetic composite boards with shingled roof.","The building is very porous, with many openings leading to the interior.","The building is a historic structure, so is not inhabitted or used, and is in disrepair.","There is no evidence of bat inhabitation on the exterior, but there may be on the interior.",43.656357,-110.66381,1,1
"RMBA","Wood boards.","There are many gaps between boards, and the front door is open.","The building is a historic structure, and is not used for anything.  It is in disrepair.","There was no evidence of bat inhabitation.",43.669547,-110.664966,1284,1
"RMGP","Wood boards.","There are many openings in the building, with gaps between boards, around doors, and open windows.","The building is a historic structure, and is no longer used for anything.  It is in disrepair.","There was no evidence of bat inhabitation.",43.669212,-110.664985,1287,1
"RMOH","Wood boards","There are many cracks between boards.","The building is a historic structure, and is no longer used for anything.  It is in disrepair.","There was no evidence of bat inhabitation.",43.66948,-110.665081,1284,1
"RMSH","Wood boards.","A window is missing, and there are many cracks between boards.","The building is a historic structure, and is no longer used for anything.  It is in disrepair.","There was no evidence of bat inhabitation.",43.669271,-110.664942,1285,1
"RTJH","Stucco and boards.","Where walls are boards, there are many gaps, and there are openings around doors.","The builing is a historic structure, and is no longer used for anything.  It is in disrepair.","There was no evidence of bat inhabitation.",43.669091,-110.664882,1283,1
"TAMB","The barn is made of logs with a shaker and board roof.","The building is very porous, with holes between logs in many places, large cracks in the building between rooms, and very open eves.","The building is a historic building, and is never inhabited or used which explains its disrepair.","There is no evidence of bat inhabitation on the exterior, but it is very possible that there are bats within the structure.",43.660688,-110.664969,1324,1
"MUAC","Log walls with chinking and standing seam roof.","There are small gaps between eve boards, but the eves are covered with mesh.  There are also some gaps between the eves and wall below the roof peak, but they are sealed with screen.  There is a small opening around where a beam exits the wall on the west side of the structure.","The building is a historic structure, and is in relatively good condition.","There was no evidence of bat inhabitation.",43.650826,-110.729059,980,1
"MUBC","Log walls with quarter rounds and chinking.  Standing seam roof.","In some spots, there is a gap between the top of the structure and the standing seam.  There are small gaps between eve and porch ceiling boards, as well as small gaps between logs and quarter rounds.  There are also gaps beteen the wall and eves on the west side of the structure, particularly by the top beam.  There are cracks in some logs from drying.","The building is in relatively good condition, and is a historic structure.","There was one piece of guano below the porch roof.",43.65079,-110.729314,981,1
"MUBH","Chinked log walls with standing seam roof.","Where the porch ceiling meets the wall, there is a vertical gap with a screened opening for ventilation.  In one of these vertical gaps, there is some debris and fiberglass insulation, indicating a hole in the structure.  There is some screen in eves for ventilation.  There are also cracks in logs from drying.  ","The building is used as a bathroom and for laundry.  It is in good condition.","There were small amounts of guano beneath the vertical gaps in the porch ceiling, as well as below the eves.",43.650447,-110.729965,992,1
"MUCA","Log walls with quarter rounds and chinking.  Standing seam roof.","There are cracks in the logs from drying.  There are some gaps between quarter rounds and logs.","The building is used for housing, and is in relatively good condition.  It is a historic structure.","There was no evidence of bat inhabitation.",43.649665,-110.728269,978,1
"MUCC","Chinked log and wood baord walls with corrugated tin roof.","A gap between the eves and roof is sealed with steel wool.  There are cracks in some logs from drying.  There is a hole in the eves that is covered with very porous screen.  Some gaps between the eves and roof are sealed with spray foam and other materials.  There are many gaps in the eves, some of which are sealed with screen.  There is a gap between the top of the structure and the roof.","The building is historic, and is used for housing.  The building is in fair condition.","There was no evidence of bat inhabitaiton in this building.",43.649814,-110.727956,974,1
"MUEC","Log walls with quarter rounds and chinking.  Tar paper roof.","There are small gaps between eve boards, as well as some small gaps between eve boards and the wall.  Some of the gaps between eve boards are sealed with foam strips.  There are also gaps between quarter rounds and logs.  In the eves, there are strips of screen for ventilation.  There are some gaps between the walls and the chimney that are patched with various materials.  There is an opening around a pipe that exits the wall.","The building is used as an office area and is in relatively good condition.","There was no evidence of bat inhabitation.",43.650338,-110.728778,975,1
"MUER","Log walls with quarter rounds and chinking, as well as wood board walls.  Standing seam roof.","There are some gaps between boards and logs.  There are also small gaps between eve boards, and one large hole in an eve board.  Some openings in the structure are covered with screen.  Some logs have cracks from drying.","The building is a historic structure, and is used for storage. It is in relatively good condition.","There was of evidence of bat inhabitation.",43.650229,-110.729552,986,1
"MUHC","Log walls with quarter rounds and chinking.  Standing seam roof.","There are small gaps between eve boards.  There are also strips of screen within the eves.  One screen has a small hole in it.  There are some gaps between quarter rounds and boards.  There are some small openings around where beams exit the wall.  Some are filled with silicone and steel wool.  There are also some openings in the chimney that may or may not be covered on the inside.  There are some gaps in corners between boards.  There is a crack in one roof peak.  There is also a hole in one screened window that offers direct access to the interior of the structure.","The building is used for recreation and storage, and is in good condition.  The building is a historic structure.","There are small amounts of guano in multiple places around the structure.",43.650351,-110.72948,984,1
"MUMC","Chinked log walls with standing seam roof.","There are some gaps between the standing seam and the top of the structure.  There are also some gaps between eve boards, and between eve boards and the wall.  ","The building is used for housing, and is in relatively good condition.  It is a historic structure.","There was no evidence of bat inhabitation.",43.650656,-110.729921,983,1
"MUMR","Log walls with quarter rounds and chinking.  Corrugated tin roof.","There is a screen strip in the eves that has many holes in it.  There is also a gap between the eves and the roof in some spots.  There is a gap between the tin roof and the top of the structure.  There were also some gaps between logs and quarter rounds.  On the west side of the building, there is a large area between the roof and top of the structure.  ","The building is a historic structure, and is in fair condition.","Evidence of Bat Inhabitation:There was guano on nearly all sides of the structure. This guano was found on logs beneath eves and the tin roof.  There was also guano around various openings in the walls.",43.649922,-110.727643,973,1
